"grid","census_date","year","reflo","locx","locy","squirrel_id"
"KL",1997-05-15,1997,"L.1","L.5","0.9",4774
"KL",1997-05-15,1997,"M.0.","M.5","0.5",4774
"KL",1997-05-15,1997,"B15","B.1","15.0",4776
"KL",1997-05-15,1997,"B15.","B.1","15.5",4776
"KL",1997-05-15,1997,"O6","O.5","6.4",4810
"KL",1997-05-15,1997,"-2.11","-2.4","11.0",4815
"KL",1997-05-15,1997,"E11","D.9","10.9",4816
"KL",1997-05-15,1997,"F.6.","F.8","6.9",4819
"KL",1997-05-15,1997,"J14","J.0","14.0",4826
"KL",1997-05-15,1997,"L8","L.0","8.0",4892
"KL",1997-05-15,1997,"-5.11","-5.5","11.5",4897
"KL",1997-05-15,1997,"F.0.","F.8","0.7",4906
"KL",1997-05-15,1997,"F1","F.0","0.7",4906
"KL",1997-05-15,1997,"A8","A.0","8.0",4950
"KL",1997-05-15,1997,"E.8.","E.4","8.5",4996
"KL",1997-05-15,1997,"F8","F.2","8.0",4996
"KL",1997-05-15,1997,"J1","J.0","1.0",5020
"KL",1997-05-15,1997,"-612","-6.5","12.0",5135
"KL",1997-05-15,1997,"O.2","O.5","2.0",5241
"KL",1997-05-15,1997,"O1","O.0","1.0",5241
"KL",1997-05-15,1997,"B.10.","B.6","10.5",5317
"KL",1997-05-15,1997,"B.0","B.5","0.0",5418
"KL",1997-05-15,1997,"G.0","G.7","0.0",5461
"KL",1997-05-15,1997,"I.6.","I.6","6.5",5501
"KL",1997-05-15,1997,"J.6.","J.3","6.5",5501
"KL",1997-05-15,1997,"-50","-5.0","0.0",5527
"KL",1997-05-15,1997,"-310","-3.0","10.0",5953
"KL",1997-05-15,1997,"C12","C.2","12.0",6230
"KL",1997-05-15,1997,"C13","C.0","13.0",6230
"SU",1997-05-15,1997,"D18","C.9","18.1",3277
"SU",1997-05-15,1997,"D18.","D.2","18.5",3277
"SU",1997-05-15,1997,"Q.6","Q.8","6.0",3283
"SU",1997-05-15,1997,"R.1","R.8","1.0",3307
"SU",1997-05-15,1997,"R1","R.0","1.0",3307
"SU",1997-05-15,1997,"H.14","H.6","14.0",3334
"SU",1997-05-15,1997,"N.4.","N.5","4.6",3335
"SU",1997-05-15,1997,"N4","M.8","3.9",3335
"SU",1997-05-15,1997,"H.10.","H.5","10.5",3388
"SU",1997-05-15,1997,"B.15","B.5","15.0",3399
"SU",1997-05-15,1997,"S1","S.3","1.1",3420
"SU",1997-05-15,1997,"Q4","Q.0","4.0",3423
"SU",1997-05-15,1997,"R3","R.0","3.0",3423
"SU",1997-05-15,1997,"K15","K.0","15.0",3426
"SU",1997-05-15,1997,"L.14","L.6","13.9",3426
"SU",1997-05-15,1997,"K.15","K.4","15.0",3426
"SU",1997-05-15,1997,"0.3","0.5","3.0",3466
"SU",1997-05-15,1997,"K.1","K.3","1.0",3489
"SU",1997-05-15,1997,"K1","K.0","1.0",3489
"SU",1997-05-15,1997,"K1.","K.0","1.7",3489
"SU",1997-05-15,1997,"H.12","H.5","12.0",3491
"SU",1997-05-15,1997,"H12.","H.0","12.5",3491
"SU",1997-05-15,1997,"T.7.","T.5","7.5",3498
"SU",1997-05-15,1997,"E.1.","E.3","1.5",3501
"SU",1997-05-15,1997,"G.16","G.5","16.0",3522
"SU",1997-05-15,1997,"E.4.","E.4","4.5",3526
"SU",1997-05-15,1997,"F4","E.7","4.2",3526
"SU",1997-05-15,1997,"O1.","O.0","1.7",3598
"SU",1997-05-15,1997,"O2.","N.9","2.2",3598
"SU",1997-05-15,1997,"F.0.","F.6","0.5",3604
"SU",1997-05-15,1997,"F.1","F.5","1.2",3604
"SU",1997-05-15,1997,"G.1","G.5","1.2",3604
"SU",1997-05-15,1997,"C.6","C.3","6.5",3609
"SU",1997-05-15,1997,"C.6.","C.7","6.4",3609
"SU",1997-05-15,1997,"B12","B.0","11.9",3660
"SU",1997-05-15,1997,"C11.","C.0","11.3",3660
"SU",1997-05-15,1997,"C12","C.2","11.9",3660
"SU",1997-05-15,1997,"L10","L.9","10.0",3703
"SU",1997-05-15,1997,"L10.","L.0","10.5",3703
"SU",1997-05-15,1997,"L1","L.0","1.0",3709
"SU",1997-05-15,1997,"M2","M.1","2.0",3709
"SU",1997-05-15,1997,"B11.","B.0","11.7",3717
"SU",1997-05-15,1997,"B12","B.0","11.9",3717
"SU",1997-05-15,1997,"0.10.","0.5","10.3",3717
"SU",1997-05-15,1997,"A10","A.1","10.0",3717
"SU",1997-05-15,1997,"B.10.","B.6","10.7",3718
"SU",1997-05-15,1997,"A7","A.1","7.1",3721
"SU",1997-05-15,1997,"A8","A.0","8.0",3721
"SU",1997-05-15,1997,"A.6.","A.5","6.6",3721
"SU",1997-05-15,1997,"C.1","C.4","1.1",3794
"SU",1997-05-15,1997,"D7.","D.0","7.7",3795
"SU",1997-05-15,1997,"R8","R.0","8.1",3820
"SU",1997-05-15,1997,"S8","S.0","7.9",3820
"SU",1997-05-15,1997,"E3","D.9","3.0",4078
"SU",1997-05-15,1997,"D.2.","D.5","2.4",4078
"SU",1997-05-15,1997,"G.14.","G.5","14.5",4091
"SU",1997-05-15,1997,"B.3","B.0","3.0",4204
"SU",1997-05-15,1997,"D9","D.0","8.8",4235
"SU",1997-05-15,1997,"I1.","H.7","1.9",4244
"SU",1997-05-15,1997,"I2.","I.3","2.3",4244
"SU",1997-05-15,1997,"J.2.","J.4","2.6",4244
"SU",1997-05-15,1997,"F.16","F.3","16.0",4254
"SU",1997-05-15,1997,"F.16.","F.2","16.5",4254
"SU",1997-05-15,1997,"F16","E.8","16.0",4254
"SU",1997-05-15,1997,"J14","J.0","13.9",4257
"SU",1997-05-15,1997,"A.4.","A.4","4.7",4272
"SU",1997-05-15,1997,"E.6","E.3","6.2",4285
"SU",1997-05-15,1997,"F9.","F.0","9.6",4302
"SU",1997-05-15,1997,"G.9","G.5","9.0",4302
"SU",1997-05-15,1997,"G9.","G.0","9.3",4302
"SU",1997-05-15,1997,"B.1","B.5","1.2",4312
"SU",1997-05-15,1997,"B1.","B.0","1.5",4312
"SU",1997-05-15,1997,"E9","E.0","9.0",4316
"SU",1997-05-15,1997,"C9","C.1","9.0",4325
"SU",1997-05-15,1997,"C9.","C.1","9.3",4325
"SU",1997-05-15,1997,"A6","0.7","6.0",4344
"SU",1997-05-15,1997,"-0.4","-0.5","4.0",4345
"SU",1997-05-15,1997,"-0.5.","-0.5","5.5",4345
"SU",1997-05-15,1997,"J.12","J.4","12.1",4361
"SU",1997-05-15,1997,"K.12","K.3","11.8",4361
"SU",1997-05-15,1997,"L.12","L.5","12.0",4364
"SU",1997-05-15,1997,"N11","N.0","11.0",4364
"SU",1997-05-15,1997,"B.12.","B.4","12.8",4370
"SU",1997-05-15,1997,"C13","B.8","12.9",4370
"SU",1997-05-15,1997,"C.15.","C.2","15.7",4371
"SU",1997-05-15,1997,"0 17","0.0","17.0",4382
"SU",1997-05-15,1997,"0.17.","0.7","17.7",4382
"SU",1997-05-15,1997,"T3","T.1","3.0",4399
"SU",1997-05-15,1997,"T.4","T.6","4.2",4401
"SU",1997-05-15,1997,"T4","T.0","4.0",4401
"SU",1997-05-15,1997,"N.6","N.8","6.1",4439
"SU",1997-05-15,1997,"O5","O.0","5.0",4439
"SU",1997-05-15,1997,"O6","O.2","5.7",4439
"SU",1997-05-15,1997,"P3","O.9","3.0",4440
"SU",1997-05-15,1997,"L3","K.9","2.9",4442
"SU",1997-05-15,1997,"I4","I.3","3.8",4452
"SU",1997-05-15,1997,"J.4","J.5","4.2",4452
"SU",1997-05-15,1997,"M4.","M.0","4.5",4476
"SU",1997-05-15,1997,"L.8.","L.5","8.5",4477
"SU",1997-05-15,1997,"K.8","K.5","8.0",4477
"SU",1997-05-15,1997,"B.9.","B.3","9.5",4541
"SU",1997-05-15,1997,"O16","O.2","15.9",4581
"SU",1997-05-15,1997,"G3","G.0","2.8",4594
"SU",1997-05-15,1997,"E3.","E.1","3.4",4603
"SU",1997-05-15,1997,"G4","G.0","4.0",4603
"SU",1997-05-15,1997,"C.5","C.5","5.2",4606
"SU",1997-05-15,1997,"D15","D.1","14.8",4607
"SU",1997-05-15,1997,"F14","F.0","14.0",4607
"SU",1997-05-15,1997,"O.4","O.6","4.0",4610
"SU",1997-05-15,1997,"B7.","B.2","7.6",4615
"SU",1997-05-15,1997,"Q7","Q.3","7.0",4640
"SU",1997-05-15,1997,"G11","G.2","11.2",4642
"SU",1997-05-15,1997,"B.18","B.3","17.8",4724
"SU",1997-05-15,1997,"N5.","N.0","5.5",4727
"SU",1997-05-15,1997,"N6","M.8","6.0",4727
"SU",1997-05-15,1997,"E.11.","E.2","11.6",4856
"SU",1997-05-15,1997,"E11.","E.0","11.6",4856
"SU",1997-05-15,1997,"F12","F.0","12.1",4856
"SU",1997-05-15,1997,"G.12.","G.6","12.3",4856
"SU",1997-05-15,1997,"R4","R.0","4.0",4901
"SU",1997-05-15,1997,"S4","S.0","4.0",4901
"SU",1997-05-15,1997,"T5","T.0","5.0",4901
"SU",1997-05-15,1997,"P5","P.3","5.0",4910
"SU",1997-05-15,1997,"P6","P.1","6.0",4910
"SU",1997-05-15,1997,"K6.","K.0","6.5",4912
"SU",1997-05-15,1997,"-218.","-2.0","18.5",4942
"SU",1997-05-15,1997,"U3","U.2","3.0",4992
"SU",1997-05-15,1997,"-219","-1.7","19.2",5001
"SU",1997-05-15,1997,"M7","M.0","7.0",5110
"SU",1997-05-15,1997,"-36","-3.0","6.0",5130
"SU",1997-05-15,1997,"-37","-3.0","7.0",5130
"SU",1997-05-15,1997,"02","0.6","1.3",5195
"SU",1997-05-15,1997,"H.9","H.6","8.8",5228
"SU",1997-05-15,1997,"I9","I.0","9.0",5228
"SU",1997-05-15,1997,"J8","J.0","8.1",5228
"SU",1997-05-15,1997,"N7.","M.9","7.5",5250
"SU",1997-05-15,1997,"O9","O.0","8.9",5350
"SU",1997-05-15,1997,"G5.","G.2","5.5",5361
"SU",1997-05-15,1997,"G8","F.9","8.1",5411
"SU",1997-05-15,1997,"N9","N.0","9.0",5499
"SU",1997-05-15,1997,"P8.","P.0","8.5",5500
"SU",1997-05-15,1997,"T11","S.7","11.1",5666
"KL",1998-05-15,1998,"-412","-4.0","12.0",3347
"KL",1998-05-15,1998,"-512","-5.0","12.0",3347
"KL",1998-05-15,1998,"H6","H.3","6.2",3503
"KL",1998-05-15,1998,"F3","E.7","2.8",3505
"KL",1998-05-15,1998,"-37","-3.0","7.0",3506
"KL",1998-05-15,1998,"K.10","K.0","9.8",3507
"KL",1998-05-15,1998,"L11","K.6","10.5",3507
"KL",1998-05-15,1998,"-114.","-1.0","14.5",3508
"KL",1998-05-15,1998,"-110","-1.1","10.2",3510
"KL",1998-05-15,1998,"D.5.","D.5","5.6",3521
"KL",1998-05-15,1998,"-8.11","-8.5","11.0",3524
"KL",1998-05-15,1998,"-8.12","-8.5","12.0",3524
"KL",1998-05-15,1998,"D9.","D.0","9.5",3543
"KL",1998-05-15,1998,"E7","E.3","7.1",3567
"KL",1998-05-15,1998,"E.8.","E.4","8.5",3606
"KL",1998-05-15,1998,"-414","-4.4","14.0",3611
"KL",1998-05-15,1998,"Q2","Q.0","2.0",3616
"KL",1998-05-15,1998,"H.4","H.5","4.0",3618
"KL",1998-05-15,1998,"B13","B.0","13.0",3642
"KL",1998-05-15,1998,"I10.","H.6","10.3",3647
"KL",1998-05-15,1998,"I11","H.8","10.9",3647
"KL",1998-05-15,1998,"-32","-3.0","2.0",3672
"KL",1998-05-15,1998,"F5.","F.0","5.4",3674
"KL",1998-05-15,1998,"E.6.","E.4","6.4",3674
"KL",1998-05-15,1998,"C.9.","C.5","9.5",3700
"KL",1998-05-15,1998,"C2.","C.0","2.5",3719
"KL",1998-05-15,1998,"-18.","-1.0","8.5",3720
"KL",1998-05-15,1998,"G.1.","G.3","1.5",3749
"KL",1998-05-15,1998,"K.0.","K.6","0.4",3750
"KL",1998-05-15,1998,"B4","B.0","4.0",3769
"KL",1998-05-15,1998,"B4.","B.0","4.5",3769
"KL",1998-05-15,1998,"-59","-5.0","9.0",3777
"KL",1998-05-15,1998,"0.14.","0.5","14.0",3783
"KL",1998-05-15,1998,"-015","-0.2","15.0",3783
"KL",1998-05-15,1998,"B.13.","B.3","13.7",3789
"KL",1998-05-15,1998,"-21","-1.9","1.0",3801
"KL",1998-05-15,1998,"-30","-3.0","0.0",3811
"KL",1998-05-15,1998,"-41.","-4.0","1.5",3811
"KL",1998-05-15,1998,"-53.","-5.0","3.5",3811
"KL",1998-05-15,1998,"A10.","A.1","10.5",3927
"KL",1998-05-15,1998,"E4","E.0","3.5",4076
"KL",1998-05-15,1998,"E2.","E.0","2.5",4108
"KL",1998-05-15,1998,"-17","-1.0","7.0",4134
"KL",1998-05-15,1998,"-13","-1.3","3.0",4154
"KL",1998-05-15,1998,"H15","H.0","15.0",4187
"KL",1998-05-15,1998,"B.7.","B.7","7.2",4227
"KL",1998-05-15,1998,"B7.","B.0","7.5",4227
"KL",1998-05-15,1998,"B8.","B.0","8.5",4227
"KL",1998-05-15,1998,"P1","P.1","0.5",4273
"KL",1998-05-15,1998,"I.1","I.5","1.0",4296
"KL",1998-05-15,1998,"O5","O.0","5.0",4309
"KL",1998-05-15,1998,"A.3.","A.3","3.5",4347
"KL",1998-05-15,1998,"J.9","J.2","9.0",4400
"KL",1998-05-15,1998,"L10","K.9","9.8",4417
"KL",1998-05-15,1998,"I5","I.2","4.9",4423
"KL",1998-05-15,1998,"E14.","E.0","14.6",4428
"KL",1998-05-15,1998,"E15","E.0","14.7",4428
"KL",1998-05-15,1998,"0.5.","0.3","5.7",4429
"KL",1998-05-15,1998,"0.6.","0.5","6.7",4429
"KL",1998-05-15,1998,"07","0.0","6.9",4429
"KL",1998-05-15,1998,"A.7","A.5","7.0",4429
"KL",1998-05-15,1998,"00","0.0","0.0",4430
"KL",1998-05-15,1998,"01","0.1","1.0",4430
"KL",1998-05-15,1998,"B.0","B.5","0.0",4430
"KL",1998-05-15,1998,"-14","-1.0","4.0",4453
"KL",1998-05-15,1998,"-14.","-1.0","4.5",4453
"KL",1998-05-15,1998,"A5.","A.0","5.5",4465
"KL",1998-05-15,1998,"G.9.","G.4","9.5",4467
"KL",1998-05-15,1998,"H9","G.8","9.0",4467
"KL",1998-05-15,1998,"-2.5","-2.5","5.1",4472
"KL",1998-05-15,1998,"-25","-2.1","5.0",4472
"KL",1998-05-15,1998,"E9.","E.0","9.5",4486
"KL",1998-05-15,1998,"F.10.","F.3","10.4",4535
"KL",1998-05-15,1998,"G.10.","G.1","10.5",4535
"KL",1998-05-15,1998,"G.11","G.5","11.0",4535
"KL",1998-05-15,1998,"G11","G.3","11.0",4535
"KL",1998-05-15,1998,"H11","H.1","11.1",4535
"KL",1998-05-15,1998,"-712","-7.0","12.0",4545
"KL",1998-05-15,1998,"-38","-3.0","8.0",4549
"KL",1998-05-15,1998,"D15","C.7","14.8",4556
"KL",1998-05-15,1998,"B.5.","B.4","5.5",4558
"KL",1998-05-15,1998,"C5","C.0","5.0",4558
"KL",1998-05-15,1998,"-312.","-3.0","12.5",4562
"KL",1998-05-15,1998,"J5","J.0","5.0",4569
"KL",1998-05-15,1998,"B.7","B.7","7.0",4573
"KL",1998-05-15,1998,"B6.","B.0","6.5",4573
"KL",1998-05-15,1998,"C.7","C.6","7.0",4573
"KL",1998-05-15,1998,"-1.8.","-1.5","8.5",4582
"KL",1998-05-15,1998,"F15","F.0","15.0",4588
"KL",1998-05-15,1998,"G5","G.0","5.0",4596
"KL",1998-05-15,1998,"B9.","B.0","9.5",4608
"KL",1998-05-15,1998,"A.10","A.5","9.9",4608
"KL",1998-05-15,1998,"A.9","A.5","9.0",4608
"KL",1998-05-15,1998,"O.2","O.5","2.0",4682
"KL",1998-05-15,1998,"I2.","I.1","2.6",4686
"KL",1998-05-15,1998,"G3.","G.0","3.5",4697
"KL",1998-05-15,1998,"04.","0.0","4.7",4704
"KL",1998-05-15,1998,"A4.","A.0","4.5",4704
"KL",1998-05-15,1998,"05.","0.1","5.5",4705
"KL",1998-05-15,1998,"-1.6","-1.2","5.9",4705
"KL",1998-05-15,1998,"-0.12","-0.3","12.0",4712
"KL",1998-05-15,1998,"0.12","0.4","12.0",4712
"KL",1998-05-15,1998,"0.12.","0.2","12.5",4712
"KL",1998-05-15,1998,"0.14","0.0","14.0",4712
"KL",1998-05-15,1998,"J11","J.1","11.0",4713
"KL",1998-05-15,1998,"I.6.","I.6","6.5",4714
"KL",1998-05-15,1998,"H12","H.0","12.0",4722
"KL",1998-05-15,1998,"J2","J.0","2.0",4735
"KL",1998-05-15,1998,"I.12","I.4","12.0",4760
"KL",1998-05-15,1998,"I11.","H.3","11.6",4760
"KL",1998-05-15,1998,"M.0.","M.5","0.5",4774
"KL",1998-05-15,1998,"N.0","N.8","0.8",4774
"KL",1998-05-15,1998,"N0.","N.3","0.6",4774
"KL",1998-05-15,1998,"B15","B.1","15.0",4776
"KL",1998-05-15,1998,"B15.","B.1","15.5",4776
"KL",1998-05-15,1998,"N.2.","N.4","2.4",4792
"KL",1998-05-15,1998,"O6","O.5","6.4",4810
"KL",1998-05-15,1998,"-2.11","-2.4","11.0",4815
"KL",1998-05-15,1998,"E11","D.9","10.9",4816
"KL",1998-05-15,1998,"D7","D.0","7.0",4817
"KL",1998-05-15,1998,"F.6.","F.8","6.9",4819
"KL",1998-05-15,1998,"J14","J.0","14.0",4826
"KL",1998-05-15,1998,"D3.","D.0","3.5",4842
"KL",1998-05-15,1998,"L.1","L.5","0.9",4851
"KL",1998-05-15,1998,"-711","-7.0","11.0",4881
"KL",1998-05-15,1998,"L8","L.0","8.0",4892
"KL",1998-05-15,1998,"-5.11","-5.5","11.5",4897
"KL",1998-05-15,1998,"F1","F.0","0.7",4906
"KL",1998-05-15,1998,"A8","A.0","8.0",4950
"KL",1998-05-15,1998,"F8","F.2","8.0",4996
"KL",1998-05-15,1998,"J1","J.0","1.0",5020
"KL",1998-05-15,1998,"L.1","L.5","0.9",5133
"KL",1998-05-15,1998,"-612","-6.5","12.0",5135
"KL",1998-05-15,1998,"O1","O.0","1.0",5241
"KL",1998-05-15,1998,"B.10.","B.6","10.5",5317
"KL",1998-05-15,1998,"E.10","E.6","10.0",5348
"KL",1998-05-15,1998,"D0.","D.2","0.5",5418
"KL",1998-05-15,1998,"E1","E.0","1.3",5418
"KL",1998-05-15,1998,"F.1","F.6","1.0",5461
"KL",1998-05-15,1998,"G.0","G.7","0.0",5461
"KL",1998-05-15,1998,"J.6.","J.3","6.5",5501
"KL",1998-05-15,1998,"J.7.","J.5","7.5",5501
"KL",1998-05-15,1998,"K7.","K.0","7.5",5501
"KL",1998-05-15,1998,"-50","-5.0","0.0",5527
"KL",1998-05-15,1998,"F6.","F.0","6.5",5717
"KL",1998-05-15,1998,"K6","K.0","6.2",5851
"KL",1998-05-15,1998,"J10.","I.7","10.5",5857
"KL",1998-05-15,1998,"A15","A.0","15.0",5941
"KL",1998-05-15,1998,"-310","-3.0","10.0",5953
"KL",1998-05-15,1998,"I.2","I.5","1.8",6041
"KL",1998-05-15,1998,"C12","C.2","12.0",6230
"KL",1998-05-15,1998,"C13","C.0","13.0",6230
"SU",1998-05-15,1998,"C9","C.1","9.0",3477
"SU",1998-05-15,1998,"C.15.","C.2","15.7",3502
"SU",1998-05-15,1998,"C.6","C.3","6.5",3509
"SU",1998-05-15,1998,"G.1","G.5","1.2",3536
"SU",1998-05-15,1998,"O11","O.0","11.0",3557
"SU",1998-05-15,1998,"U3","U.2","3.0",3572
"SU",1998-05-15,1998,"R.2","R.5","2.0",3577
"SU",1998-05-15,1998,"R1","R.0","1.0",3577
"SU",1998-05-15,1998,"N.11","N.6","11.2",3580
"SU",1998-05-15,1998,"O1.","O.0","1.7",3598
"SU",1998-05-15,1998,"O2.","N.9","2.2",3598
"SU",1998-05-15,1998,"F.0.","F.6","0.5",3604
"SU",1998-05-15,1998,"F.1","F.5","1.2",3604
"SU",1998-05-15,1998,"C.6.","C.7","6.4",3609
"SU",1998-05-15,1998,"F9.","F.0","9.6",3633
"SU",1998-05-15,1998,"C11.","C.0","11.3",3660
"SU",1998-05-15,1998,"C12","C.2","11.9",3660
"SU",1998-05-15,1998,"Q9","Q.0","8.9",3675
"SU",1998-05-15,1998,"B.12.","B.4","12.8",3687
"SU",1998-05-15,1998,"C13","B.8","12.9",3687
"SU",1998-05-15,1998,"M10.","M.1","10.5",3703
"SU",1998-05-15,1998,"M2","M.1","2.0",3709
"SU",1998-05-15,1998,"-1.2.","-1.7","2.3",3716
"SU",1998-05-15,1998,"-22","-1.9","2.4",3716
"SU",1998-05-15,1998,"B11.","B.0","11.7",3717
"SU",1998-05-15,1998,"B12","B.0","11.9",3717
"SU",1998-05-15,1998,"B.10.","B.6","10.7",3718
"SU",1998-05-15,1998,"B.4.","B.4","4.7",3721
"SU",1998-05-15,1998,"A.4.","A.4","4.7",3721
"SU",1998-05-15,1998,"S8","S.0","7.9",3751
"SU",1998-05-15,1998,"C.1","C.4","1.1",3794
"SU",1998-05-15,1998,"D.2.","D.5","2.4",3794
"SU",1998-05-15,1998,"D7.","D.0","7.7",3795
"SU",1998-05-15,1998,"N11","N.0","11.0",3820
"SU",1998-05-15,1998,"R8","R.0","8.1",3899
"SU",1998-05-15,1998,"D18","C.9","18.1",4077
"SU",1998-05-15,1998,"D18.","D.2","18.5",4077
"SU",1998-05-15,1998,"D.17.","D.4","17.1",4077
"SU",1998-05-15,1998,"E.4.","E.4","4.5",4078
"SU",1998-05-15,1998,"E3","D.9","3.0",4078
"SU",1998-05-15,1998,"F4","E.7","4.2",4078
"SU",1998-05-15,1998,"J14","J.0","13.9",4091
"SU",1998-05-15,1998,"A19","A.2","19.0",4114
"SU",1998-05-15,1998,"A3","A.3","3.0",4204
"SU",1998-05-15,1998,"B.3","B.0","3.0",4204
"SU",1998-05-15,1998,"D9","D.0","8.8",4235
"SU",1998-05-15,1998,"I1.","H.7","1.9",4244
"SU",1998-05-15,1998,"I2.","I.3","2.3",4244
"SU",1998-05-15,1998,"D15","D.1","14.8",4254
"SU",1998-05-15,1998,"E15.","E.2","15.1",4254
"SU",1998-05-15,1998,"D.16.","D.3","16.4",4254
"SU",1998-05-15,1998,"L1","L.0","1.0",4255
"SU",1998-05-15,1998,"B.15","B.5","15.0",4257
"SU",1998-05-15,1998,"B15.","B.0","15.5",4257
"SU",1998-05-15,1998,"E.6","E.3","6.2",4285
"SU",1998-05-15,1998,"Q4","Q.0","4.0",4286
"SU",1998-05-15,1998,"R3","R.0","3.0",4286
"SU",1998-05-15,1998,"G9.","G.0","9.3",4302
"SU",1998-05-15,1998,"G.9","G.5","9.0",4302
"SU",1998-05-15,1998,"B.1","B.5","1.2",4312
"SU",1998-05-15,1998,"E9","E.0","9.0",4316
"SU",1998-05-15,1998,"C9.","C.1","9.3",4325
"SU",1998-05-15,1998,"A6","0.7","6.0",4344
"SU",1998-05-15,1998,"-0.5.","-0.5","5.5",4345
"SU",1998-05-15,1998,"H.14","H.6","14.0",4359
"SU",1998-05-15,1998,"K.12","K.3","11.8",4361
"SU",1998-05-15,1998,"L.12","L.5","12.0",4364
"SU",1998-05-15,1998,"F14","F.0","14.0",4372
"SU",1998-05-15,1998,"G.14.","G.5","14.5",4372
"SU",1998-05-15,1998,"0 17","0.0","17.0",4382
"SU",1998-05-15,1998,"0.17.","0.7","17.7",4382
"SU",1998-05-15,1998,"0.10.","0.5","10.3",4386
"SU",1998-05-15,1998,"010","0.0","10.2",4386
"SU",1998-05-15,1998,"T3","T.1","3.0",4399
"SU",1998-05-15,1998,"T.4","T.6","4.2",4401
"SU",1998-05-15,1998,"T5","T.0","5.0",4401
"SU",1998-05-15,1998,"O.4","O.6","4.0",4439
"SU",1998-05-15,1998,"O5","O.0","5.0",4439
"SU",1998-05-15,1998,"P3","O.9","3.0",4440
"SU",1998-05-15,1998,"L3","K.9","2.9",4442
"SU",1998-05-15,1998,"I4","I.3","3.8",4452
"SU",1998-05-15,1998,"M4.","M.0","4.5",4476
"SU",1998-05-15,1998,"K.8","K.5","8.0",4477
"SU",1998-05-15,1998,"B.9.","B.3","9.5",4541
"SU",1998-05-15,1998,"O16","O.2","15.9",4581
"SU",1998-05-15,1998,"G3","G.0","2.8",4594
"SU",1998-05-15,1998,"E3.","E.1","3.4",4603
"SU",1998-05-15,1998,"C.5","C.5","5.2",4606
"SU",1998-05-15,1998,"Q7","Q.3","7.0",4640
"SU",1998-05-15,1998,"G11","G.2","11.2",4642
"SU",1998-05-15,1998,"Q.6","Q.8","6.0",4770
"SU",1998-05-15,1998,"-117","-0.9","17.0",4821
"SU",1998-05-15,1998,"S1","S.3","1.1",4837
"SU",1998-05-15,1998,"E.11.","E.2","11.6",4856
"SU",1998-05-15,1998,"E11.","E.0","11.6",4856
"SU",1998-05-15,1998,"F12","F.0","12.1",4856
"SU",1998-05-15,1998,"C.4","C.4","4.0",4878
"SU",1998-05-15,1998,"C3","C.0","3.0",4878
"SU",1998-05-15,1998,"F.16","F.3","16.0",4899
"SU",1998-05-15,1998,"F.16.","F.2","16.5",4899
"SU",1998-05-15,1998,"S4","S.0","4.0",4901
"SU",1998-05-15,1998,"P5","P.3","5.0",4910
"SU",1998-05-15,1998,"K6.","K.0","6.5",4912
"SU",1998-05-15,1998,"J.2.","J.4","2.6",4925
"SU",1998-05-15,1998,"-218.","-2.0","18.5",4942
"SU",1998-05-15,1998,"-219","-1.7","19.2",5001
"SU",1998-05-15,1998,"N2","N.0","2.0",5049
"SU",1998-05-15,1998,"M7","M.0","7.0",5110
"SU",1998-05-15,1998,"-36","-3.0","6.0",5130
"SU",1998-05-15,1998,"-37","-3.0","7.0",5130
"SU",1998-05-15,1998,"L10","L.9","10.0",5136
"SU",1998-05-15,1998,"L10.","L.0","10.5",5136
"SU",1998-05-15,1998,"0.3","0.5","3.0",5195
"SU",1998-05-15,1998,"H.9","H.6","8.8",5228
"SU",1998-05-15,1998,"O6","O.2","5.7",5230
"SU",1998-05-15,1998,"P6","P.1","6.0",5230
"SU",1998-05-15,1998,"N7.","M.9","7.5",5250
"SU",1998-05-15,1998,"O9","O.0","8.9",5350
"SU",1998-05-15,1998,"G5.","G.2","5.5",5361
"SU",1998-05-15,1998,"B1.","B.0","1.5",5378
"SU",1998-05-15,1998,"N9","N.0","9.0",5499
"SU",1998-05-15,1998,"P8.","P.0","8.5",5500
"SU",1998-05-15,1998,"R4","R.0","4.0",5562
"SU",1998-05-15,1998,"C.10","C.4","10.2",5586
"SU",1998-05-15,1998,"H.12","H.5","12.0",5898
"SU",1998-05-15,1998,"G.12.","G.6","12.3",5898
"KL",1999-05-15,1999,"D2.","D.0","2.5",4108
"KL",1999-05-15,1999,"B2","A.9","2.0",4109
"KL",1999-05-15,1999,"05.","0.1","5.5",4125
"KL",1999-05-15,1999,"O5","O.0","5.0",4131
"KL",1999-05-15,1999,"N6","N.0","6.0",4132
"KL",1999-05-15,1999,"-14.","-1.0","4.5",4133
"KL",1999-05-15,1999,"-0.7.","-0.6","7.5",4134
"KL",1999-05-15,1999,"-17","-1.0","7.0",4134
"KL",1999-05-15,1999,"07","0.0","6.9",4134
"KL",1999-05-15,1999,"G.18","G.5","17.9",4144
"KL",1999-05-15,1999,"00","0.0","0.0",4154
"KL",1999-05-15,1999,"01","0.1","1.0",4154
"KL",1999-05-15,1999,"G.1.","G.3","1.5",4156
"KL",1999-05-15,1999,"A.13.","A.7","13.4",4157
"KL",1999-05-15,1999,"09","0.0","9.0",4162
"KL",1999-05-15,1999,"-3.2","-2.5","1.6",4162
"KL",1999-05-15,1999,"0.11","0.4","10.7",4167
"KL",1999-05-15,1999,"H.14","H.4","14.0",4168
